oa_code,All people aged 16 to 64 in households,AB Higher and intermediate managerial/administrative/professional,"C1 Supervisory, clerical, junior managerial/administrative/professional",C2 Skilled manual workers,"DE Semi-skilled and unskilled manual workers; on state benefit, unemployed, lowest grade workers"
S00129264,65,5,15,20,25
S00129265,107,6,25,36,40
S00129266,73,9,13,34,17
S00129267,113,11,23,39,40
S00129268,60,5,12,15,28
S00129269,87,3,6,33,45
S00129270,100,5,17,39,39
S00129271,44,4,10,10,20
S00129272,64,5,16,21,22
S00129273,34,1,4,10,19
S00129274,67,7,19,21,20
S00129275,62,5,14,17,26
S00129276,63,3,5,28,27
S00129277,43,2,21,13,7
S00129278,38,3,9,12,14
S00129279,60,12,15,14,19
S00129280,85,6,30,6,43
S00129281,47,2,6,19,20
S00129282,86,6,24,21,35
S00129283,76,2,24,20,30
S00129284,55,5,13,12,25
S00129285,70,0,19,32,19
S00129286,81,9,26,31,15
S00129287,37,6,4,17,10
S00129288,51,4,17,9,21
S00129289,94,5,18,41,30
S00129290,90,12,26,30,22
S00129291,68,6,12,37,13
S00129292,64,20,9,20,15
S00129293,67,6,17,21,23
S00129294,65,1,26,16,22
S00129295,135,5,22,45,63
S00129296,122,34,36,41,11
S00129297,46,1,12,14,19
S00129298,69,18,21,26,4
S00129299,60,17,19,15,9
S00129300,65,38,14,9,4
S00129301,76,25,30,9,12
S00129302,90,30,25,9,26
S00129303,106,10,37,31,28
S00129304,48,5,13,8,22
S00129305,56,5,20,8,23
S00129306,62,1,23,13,25
S00129307,74,10,27,7,30
S00129308,26,0,12,5,9
S00129309,81,4,16,11,50
S00129310,52,10,9,19,14
S00129311,63,2,14,21,26
S00129312,50,7,16,13,14
S00129313,45,1,12,6,26
S00129314,96,2,30,32,32
S00129315,45,24,11,10,0
S00129316,108,58,23,15,12
S00129317,98,36,37,17,8
S00129318,47,22,13,9,3
S00129319,60,26,23,2,9
S00129320,47,24,16,2,5
S00129321,80,30,24,13,13
S00129322,38,16,14,5,3
S00129323,76,48,19,4,5
S00129324,58,23,24,4,7
S00129325,85,39,26,19,1
S00129326,23,11,5,3,4
S00129327,65,28,24,10,3
S00129328,70,29,24,10,7
S00129329,66,34,11,11,10
S00129330,60,36,17,3,4
S00129331,42,29,8,2,3
S00129332,23,4,14,2,3
S00129333,60,24,20,11,5
S00129334,58,25,25,7,1
S00129335,77,29,33,13,2
S00129336,57,32,16,6,3
S00129337,83,40,23,13,7
S00129338,78,17,18,30,13
S00129339,76,22,40,8,6
S00129340,49,29,12,5,3
S00129341,45,24,14,1,6
S00129342,130,16,39,50,25
S00129343,57,6,17,22,12
S00129344,53,14,19,17,3
S00129345,83,12,29,28,14
S00129346,61,14,14,17,16
S00129347,83,12,14,30,27
S00129348,57,8,18,20,11
S00129349,72,12,29,7,24
S00129350,82,23,29,19,11
S00129351,67,26,18,12,11
S00129352,61,11,32,8,10
S00129353,52,14,22,8,8
S00129354,48,16,12,8,12
S00129355,141,7,32,40,62
S00129356,100,5,28,21,46
S00129357,137,5,28,60,44
S00129358,103,17,33,22,31
S00129359,89,8,27,28,26
S00129360,75,1,18,24,32
S00129361,67,2,16,24,25
S00129362,72,1,11,25,35
S00129363,76,2,19,26,29
S00129364,117,6,27,38,46
S00129365,105,6,29,29,41
S00129366,98,2,22,24,50
S00129367,59,3,19,11,26
S00129368,99,5,35,29,30
S00129369,65,7,26,21,11
S00129370,77,2,23,26,26
S00129371,41,6,7,11,17
S00129372,80,8,21,20,31
S00129373,42,0,15,9,18
S00129374,44,4,9,15,16
S00129375,48,7,9,13,19
S00129376,96,24,45,18,9
S00129377,49,5,14,15,15
S00129378,26,11,7,4,4
S00129379,49,4,15,13,17
S00129380,94,6,20,37,31
S00129381,61,3,12,26,20
S00129382,46,3,18,9,16
S00129383,37,9,7,9,12
S00129384,63,23,23,9,8
S00129385,112,18,45,34,15
S00129386,92,14,50,21,7
S00129387,115,17,40,43,15
S00129388,129,25,43,44,17
S00129389,104,22,35,28,19
S00129390,102,28,39,21,14
S00129391,82,12,25,23,22
S00129392,80,28,21,14,17
S00129393,58,18,22,15,3
S00129394,69,3,24,20,22
S00129395,87,10,27,32,18
S00129396,55,10,17,10,18
S00129397,81,14,23,29,15
S00129398,48,6,22,6,14
S00129399,58,4,20,15,19
S00129400,88,4,29,31,24
S00129401,103,8,37,30,28
S00129402,55,6,23,10,16
S00129403,70,6,10,23,31
S00129404,75,2,24,13,36
S00129405,59,8,23,15,13
S00129406,55,4,18,17,16
S00129407,88,13,35,24,16
S00129408,58,5,20,17,16
S00129409,72,6,20,27,19
S00129410,60,7,15,11,27
S00129411,79,4,24,21,30
S00129412,43,12,17,7,7
S00129413,65,0,22,17,26
S00129414,47,8,22,8,9
S00129415,73,22,25,16,10
S00129416,58,10,23,11,14
S00129417,75,30,15,17,13
S00129418,63,18,23,5,17
S00129419,51,18,13,8,12
S00129420,61,22,19,12,8
S00129421,77,29,23,12,13
S00129422,49,22,14,12,1
S00129423,76,35,28,3,10
S00129424,92,41,34,10,7
S00129425,52,26,19,2,5
S00129426,51,20,25,5,1
S00129427,82,49,28,5,0
S00129428,112,53,42,11,6
S00129429,68,24,19,14,11
S00129430,72,45,19,8,0
S00129431,54,22,25,5,2
S00129432,85,34,30,16,5
S00129433,76,26,33,13,4
S00129434,86,43,28,8,7
S00129435,86,45,22,10,9
S00129436,75,25,39,5,6
S00129437,68,16,27,15,10
S00129438,67,26,23,10,8
S00129439,63,31,23,8,1
S00129440,50,23,12,11,4
S00129441,56,21,19,9,7
S00129442,80,14,31,20,15
S00129443,87,27,41,12,7
S00129444,54,21,20,4,9
S00129445,46,18,17,8,3
S00129446,57,23,22,2,10
S00129447,29,3,14,6,6
S00129448,75,33,27,6,9
S00129449,43,17,18,5,3
S00129450,66,23,25,10,8
S00129451,33,12,15,2,4
S00129452,70,21,31,14,4
S00129453,66,31,19,11,5
S00129454,61,21,33,3,4
S00129455,61,33,15,2,11
S00129456,46,22,11,3,10
S00129457,63,29,29,4,1
S00129458,34,6,13,7,8
S00129459,40,20,12,2,6
S00129460,66,31,21,2,12
S00129461,81,48,23,4,6
S00129462,38,9,18,4,7
S00129463,98,47,37,11,3
S00129464,59,21,34,0,4
S00129465,79,45,25,4,5
S00129466,64,32,26,2,4
S00129467,66,26,29,7,4
S00129468,49,17,27,1,4
S00129469,50,14,35,0,1
S00129470,55,21,22,9,3
S00129471,34,15,13,5,1
S00129472,34,20,6,6,2
S00129473,64,5,12,21,26
S00129474,66,3,11,23,29
S00129475,85,6,12,17,50
S00129476,56,2,15,18,21
S00129477,45,1,17,5,22
S00129478,73,3,10,21,39
S00129479,56,0,12,9,35
S00129480,73,6,27,22,18
S00129481,49,4,13,13,19
S00129482,68,0,5,18,45
S00129483,77,3,17,14,43
S00129484,45,1,7,5,32
S00129485,77,0,12,22,43
S00129486,55,5,6,14,30
S00129487,81,2,11,13,55
S00129488,55,1,10,8,36
S00129489,73,7,31,18,17
S00129490,50,1,17,21,11
S00129491,54,6,15,17,16
S00129492,87,21,39,17,10
S00129493,80,25,16,30,9
S00129494,86,7,35,27,17
S00129495,99,9,53,20,17
S00129496,51,11,18,15,7
S00129497,68,14,26,14,14
S00129498,76,7,40,7,22
S00129499,63,6,23,15,19
S00129500,75,11,21,23,20
S00129501,48,3,18,7,20
S00129502,81,3,21,25,32
S00129503,58,4,20,20,14
S00129504,43,7,14,14,8
S00129505,51,0,5,13,33
S00129506,109,6,29,39,35
S00129507,76,4,19,15,38
S00129508,45,1,12,6,26
S00129509,59,7,15,21,16
S00129510,81,1,18,14,48
S00129511,100,2,16,27,55
S00129512,88,3,13,28,44
S00129513,65,1,14,20,30
S00129514,85,0,16,4,65
S00129515,66,0,9,12,45
S00129516,56,2,13,14,27
S00129517,71,0,11,18,42
S00129518,76,5,14,8,49
S00129519,76,5,17,17,37
S00129520,46,1,8,19,18
S00129521,70,0,15,14,41
S00129522,61,6,12,10,33
S00129523,48,3,3,13,29
S00129524,104,3,30,27,44
S00129525,81,3,18,16,44
S00129526,76,2,12,34,28
S00129527,120,5,18,29,68
S00129528,72,5,14,19,34
S00129529,82,3,7,14,58
S00129530,78,7,7,18,46
S00129531,75,9,7,22,37
S00129532,125,20,57,15,33
S00129533,86,16,19,13,38
S00129534,113,22,36,35,20
S00129535,44,2,9,9,24
S00129536,104,7,45,21,31
S00129537,102,20,23,35,24
S00129538,80,11,30,22,17
S00129539,85,15,28,20,22
S00129540,75,12,26,13,24
S00129541,51,5,21,8,17
S00129542,64,13,19,6,26
S00129543,46,7,4,15,20
S00129544,47,3,9,21,14
S00129545,52,3,13,9,27
S00129546,69,14,10,30,15
S00129547,35,4,5,21,5
S00129548,51,4,17,18,12
S00129549,55,2,19,15,19
S00129550,22,2,4,5,11
S00129551,43,0,18,17,8
S00129552,42,3,10,7,22
S00129553,36,1,16,7,12
S00129554,58,2,10,16,30
S00129555,71,2,18,21,30
S00129556,79,10,28,34,7
S00129557,64,9,18,23,14
S00129558,135,33,47,36,19
S00129559,76,5,36,22,13
S00129560,62,5,4,17,36
S00129561,27,1,7,5,14
S00129562,28,3,4,8,13
S00129563,55,6,10,15,24
S00129564,62,4,17,10,31
S00129565,52,4,7,14,27
S00129566,79,3,10,14,52
S00129567,83,6,24,18,35
S00129568,58,3,14,11,30
S00129569,79,16,19,30,14
S00129570,49,10,18,15,6
S00129571,84,11,27,27,19
S00129572,59,6,17,13,23
S00129573,72,0,18,13,41
S00129574,62,6,19,16,21
S00129575,62,4,9,30,19
S00129576,58,10,12,21,15
S00129577,65,2,27,12,24
S00129578,53,4,11,21,17
S00129579,116,8,30,29,49
S00129580,86,6,18,23,39
S00129581,132,7,46,43,36
S00129582,57,0,18,12,27
S00129583,130,10,41,21,58
S00129584,97,2,30,27,38
S00129585,62,5,17,25,15
S00129586,118,6,22,19,71
S00129587,63,1,15,20,27
S00129588,92,0,12,18,62
S00129589,100,10,16,26,48
S00129590,85,1,17,41,26
S00129591,85,7,19,18,41
S00129592,36,0,7,10,19
S00129593,34,0,13,9,12
S00129594,82,15,22,23,22
S00129595,60,2,9,9,40
S00129596,56,0,9,18,29
S00129597,67,4,8,27,28
S00129598,57,0,8,23,26
S00129599,78,3,15,22,38
S00129600,48,1,4,11,32
S00129601,61,2,21,9,29
S00129602,48,0,6,2,40
S00129603,72,2,9,18,43
S00129604,93,0,20,33,40
S00129605,63,1,14,18,30
S00129606,73,5,9,26,33
S00129607,72,0,15,23,34
S00129608,172,18,44,47,63
S00129609,70,6,6,13,45
S00129610,58,5,13,13,27
S00129611,59,25,16,8,10
S00129612,50,5,10,12,23
S00129613,60,15,16,19,10
S00129614,73,11,34,19,9
S00129615,54,21,22,5,6
S00129616,93,27,34,21,11
S00129617,65,18,18,21,8
S00129618,63,12,20,20,11
S00129619,97,33,36,21,7
S00129620,44,13,22,9,0
S00129621,37,14,14,9,0
S00129622,97,50,24,9,14
S00129623,76,27,19,23,7
S00129624,79,29,22,17,11
S00129625,54,27,16,6,5
S00129626,71,18,24,5,24
S00129627,63,22,30,5,6
S00129628,50,15,17,7,11
S00129629,50,15,19,13,3
S00129630,60,22,29,6,3
S00129631,63,9,29,12,13
S00129632,103,37,29,17,20
S00129633,68,26,16,16,10
S00129634,36,6,14,12,4
S00129635,58,13,17,14,14
S00129636,45,13,17,8,7
S00129637,51,16,25,6,4
S00129638,113,39,42,25,7
S00129639,86,12,32,21,21
S00129640,47,9,18,11,9
S00129641,65,13,20,20,12
S00129642,90,25,34,12,19
S00129643,80,32,30,13,5
S00129644,46,6,21,17,2
S00129645,101,43,34,12,12
S00129646,102,28,48,15,11
S00129647,86,17,15,27,27
S00129648,63,10,11,33,9
S00129649,75,16,17,19,23
S00129650,65,6,23,10,26
S00129651,60,4,11,14,31
S00129652,57,15,21,13,8
S00129653,66,10,20,19,17
S00129654,79,11,13,34,21
S00129655,71,18,16,22,15
S00129656,88,9,19,30,30
S00129657,87,10,17,26,34
S00129658,58,12,16,15,15
S00129659,74,4,27,14,29
S00129660,67,13,12,23,19
S00129661,83,2,26,30,25
S00129662,87,12,19,19,37
S00129663,95,14,37,23,21
S00129664,82,9,8,39,26
S00129665,110,13,19,33,45
S00129666,48,2,14,15,17
S00129667,75,4,14,14,43
S00129668,62,6,13,6,37
S00129669,86,9,26,19,32
S00129670,54,21,16,10,7
S00129671,85,21,24,20,20
S00129672,80,18,19,22,21
S00129673,106,43,47,11,5
S00129674,104,35,31,26,12
S00129675,62,30,15,12,5
S00129676,57,13,28,15,1
S00129677,52,13,21,10,8
S00129678,41,12,18,8,3
S00129679,66,4,29,24,9
S00129680,83,17,10,34,22
S00129681,70,12,25,20,13
S00129682,80,27,19,25,9
S00129683,83,6,36,27,14
S00129684,70,8,28,24,10
S00129685,42,7,15,10,10
S00129686,52,9,13,17,13
S00129687,53,7,24,13,9
S00129688,57,17,26,8,6
S00129689,118,26,49,24,19
S00129690,133,46,55,23,9
S00129691,57,6,16,12,23
S00129692,38,4,6,12,16
S00129693,72,33,17,12,10
S00129694,55,19,13,14,9
S00129695,67,31,30,6,0
S00129696,27,10,9,6,2
S00129697,47,2,6,12,27
S00129698,81,9,33,22,17
S00129699,82,2,18,26,36
S00129700,32,5,14,6,7
S00129701,59,12,22,12,13
S00129702,49,6,20,17,6
S00129703,69,22,21,12,14
S00129704,53,9,28,2,14
S00129705,67,15,31,13,8
S00129706,74,19,24,22,9
S00129707,44,7,21,10,6
S00129708,102,25,29,30,18
S00129709,121,14,47,34,26
S00129710,69,7,25,25,12
S00129711,63,2,19,22,20
S00129712,137,21,45,47,24
S00129713,74,16,35,17,6
S00129714,146,37,54,39,16
S00129715,63,7,28,12,16
S00129716,38,8,14,7,9
S00129717,54,6,14,23,11
S00129718,69,10,14,20,25
S00129719,70,5,12,27,26
S00129720,64,16,26,15,7
S00129721,84,18,38,18,10
S00129722,120,7,28,39,46
S00129723,95,5,30,22,38
S00129724,109,3,25,40,41
S00129725,97,12,37,29,19
S00129726,114,10,22,30,52
S00129727,85,2,25,19,39
S00129728,69,1,15,25,28
S00129729,113,7,19,35,52
S00129730,91,5,21,34,31
S00129731,61,0,21,13,27
S00129732,89,0,20,22,47
S00129733,45,1,3,23,18
S00129734,101,9,28,26,38
S00129735,58,9,10,21,18
S00129736,32,0,6,14,12
S00129737,37,1,14,7,15
S00129738,83,5,21,25,32
S00129739,59,3,15,21,20
S00129740,46,5,10,15,16
S00129741,83,2,23,18,40
S00129742,81,0,13,25,43
S00129743,90,4,19,25,42
S00129744,57,7,9,24,17
S00129745,59,8,11,22,18
S00129746,76,5,8,19,44
S00129747,85,7,10,33,35
S00129748,74,4,19,20,31
S00129749,53,4,17,16,16
S00129750,48,2,22,15,9
S00129751,67,5,19,23,20
S00129752,60,11,19,14,16
S00129753,74,17,15,17,25
S00129754,86,34,38,3,11
S00129755,75,35,24,9,7
S00129756,101,52,35,9,5
S00129757,93,43,32,13,5
S00129758,87,21,44,12,10
S00129759,87,52,19,10,6
S00129760,42,18,11,2,11
S00129761,53,25,22,0,6
S00129762,77,25,30,8,14
S00129763,60,26,26,2,6
S00129764,45,25,5,9,6
S00129765,39,18,15,4,2
S00129766,72,31,28,9,4
S00129767,86,6,16,20,44
S00129768,70,18,20,18,14
S00129769,73,22,20,13,18
S00129770,75,13,34,11,17
S00129771,88,1,28,24,35
S00129772,60,19,6,14,21
S00129773,55,10,11,16,18
S00129774,47,6,16,7,18
S00129775,61,13,19,9,20
S00129776,47,8,17,10,12
S00129777,25,1,7,1,16
S00129778,35,14,7,5,9
S00129779,31,16,12,2,1
S00129780,66,13,22,15,16
S00129781,30,6,13,6,5
S00129782,50,6,22,9,13
S00129783,85,36,22,12,15
S00129784,52,4,16,15,17
S00129785,82,17,25,24,16
S00129786,111,57,29,11,14
S00129787,72,11,22,22,17
S00129788,72,12,32,11,17
S00129789,50,5,15,7,23
S00129790,63,19,17,20,7
S00129791,80,17,25,20,18
S00129792,66,12,19,11,24
S00129793,87,12,31,13,31
S00129794,32,1,8,8,15
S00129795,85,12,32,14,27
S00129796,73,3,35,14,21
S00129797,73,10,16,19,28
S00129798,34,1,15,6,12
S00129799,69,16,19,17,17
S00129800,107,15,45,16,31
S00129801,46,15,17,4,10
S00129802,54,4,16,8,26
S00129803,68,9,18,28,13
S00129804,111,6,27,30,48
S00129805,83,2,23,16,42
S00129806,104,13,46,24,21
S00129807,53,2,24,8,19
S00129808,106,36,26,15,29
S00129809,68,48,13,3,4
S00129810,65,23,13,21,8
S00129811,58,25,16,10,7
S00129812,126,50,46,13,17
S00129813,49,8,21,11,9
S00129814,72,15,36,15,6
S00129815,110,29,33,34,14
S00129816,93,23,49,14,7
S00129817,94,26,29,20,19
S00129818,84,28,29,13,14
S00129819,110,40,33,18,19
S00129820,81,15,38,22,6
S00129821,79,18,30,19,12
S00129822,100,24,47,18,11
S00129823,63,17,19,10,17
S00129824,91,36,44,11,0
S00129825,86,44,25,4,13
S00129826,66,37,16,8,5
S00129827,74,26,22,21,5
S00129828,44,25,16,0,3
S00129829,31,2,8,9,12
S00129830,65,6,20,15,24
S00129831,86,6,39,23,18
S00129832,87,4,17,31,35
S00129833,79,9,24,15,31
S00129834,84,18,32,25,9
S00129835,83,27,38,11,7
S00129836,112,41,43,19,9
S00129837,90,34,47,6,3
S00129838,62,19,28,7,8
S00129839,40,8,14,8,10
S00129840,73,19,18,13,23
S00129841,71,13,19,24,15
S00129842,91,37,43,6,5
S00129843,94,6,39,34,15
S00129844,100,12,26,34,28
S00129845,86,3,17,42,24
S00129846,69,10,35,9,15
S00129847,75,19,27,11,18
S00129848,47,23,7,14,3
S00129849,97,0,17,39,41
S00129850,115,11,23,38,43
S00129851,65,9,19,19,18
S00129852,66,16,19,15,16
S00129853,97,9,27,22,39
S00129854,73,8,27,12,26
S00129855,112,8,44,20,40
S00129856,85,22,37,26,0
S00129857,48,17,13,12,6
S00129858,81,25,14,18,24
S00129859,48,13,14,15,6
S00129860,82,13,28,28,13
S00129861,46,10,16,15,5
S00129862,44,11,25,7,1
S00129863,45,15,22,8,0
S00129864,61,19,18,17,7
S00129865,54,3,21,7,23
S00129866,67,19,29,10,9
S00129867,112,10,23,50,29
S00129868,60,6,11,28,15
S00129869,31,6,14,9,2
S00129870,81,9,17,36,19
S00129871,50,7,5,24,14
S00129872,68,3,26,17,22
S00129873,65,3,15,27,20
S00129874,41,7,15,5,14
S00129875,54,15,20,10,9
S00129876,58,8,15,14,21
S00129877,36,8,14,1,13
S00129878,69,16,23,22,8
S00129879,44,26,11,4,3
S00129880,41,17,10,7,7
S00129881,63,2,19,24,18
S00129882,70,5,14,17,34
S00129883,59,15,24,11,9
S00129884,37,2,14,15,6
S00129885,49,29,12,6,2
S00129886,73,33,31,2,7
S00129887,50,26,8,14,2
S00129888,25,12,10,3,0
S00129889,58,30,15,6,7
S00129890,70,22,23,11,14
S00129891,50,2,23,10,15
S00129892,113,39,51,12,11
S00129893,98,29,29,33,7
S00129894,76,19,22,10,25
S00129895,52,0,4,7,41
S00129896,63,12,15,18,18
S00129897,40,12,14,5,9
S00129898,115,9,13,36,57
S00129899,85,6,32,11,36
S00129900,32,2,5,8,17
S00129901,65,3,28,25,9
S00129902,62,22,27,7,6
S00129903,63,27,16,11,9
S00129904,35,5,9,10,11
S00129905,80,29,20,23,8
S00129906,55,5,27,10,13
S00129907,33,4,20,2,7
S00129908,39,5,15,16,3
S00129909,56,9,24,14,9
S00129910,47,10,18,10,9
S00129911,35,7,13,9,6
S00129912,61,15,18,19,9
S00129913,53,4,19,21,9
S00129914,79,7,29,17,26
S00129915,50,8,17,10,15
S00129916,65,2,12,16,35
S00129917,57,14,23,13,7
S00129918,62,6,9,28,19
S00129919,80,28,22,19,11
S00129920,45,14,22,3,6
S00129921,79,13,19,30,17
S00129922,74,22,18,26,8
S00129923,62,17,17,21,7
S00129924,62,9,15,18,20
S00129925,30,7,10,6,7
S00129926,79,6,30,18,25
S00129927,40,12,18,10,0
S00129928,86,9,21,24,32
S00129929,76,7,15,31,23
S00129930,81,26,26,16,13
S00129931,121,49,45,17,10
S00129932,62,25,17,13,7
S00129933,38,19,16,3,0
S00129934,30,6,9,3,12
S00129935,108,43,34,12,19
S00129936,63,1,12,22,28
S00129937,35,3,15,10,7
S00129938,66,4,7,16,39
S00129939,41,1,7,13,20
S00129940,69,39,16,9,5
S00129941,52,24,18,4,6
S00129942,48,2,12,9,25
S00129943,48,4,9,14,21
S00129944,85,17,30,21,17
S00129945,40,11,15,11,3
S00129946,32,5,13,3,11
S00129947,76,7,32,19,18
S00129948,43,14,23,2,4
S00129949,52,27,18,4,3
S00129950,46,7,10,11,18
S00129951,106,8,26,34,38
S00129952,79,28,28,19,4
S00129953,88,21,25,23,19
S00129954,86,16,22,29,19
S00129955,102,13,19,62,8
S00129956,41,10,10,14,7
S00129957,72,10,16,34,12
S00129958,76,4,44,16,12
S00129959,59,14,23,14,8
S00129960,128,77,22,14,15
S00129961,87,35,23,20,9
S00129962,65,25,9,6,25
S00129963,93,18,36,26,13
S00129964,68,20,19,26,3
S00129965,87,6,20,34,27
S00129966,40,8,13,2,17
S00129967,44,9,12,9,14
S00129968,88,9,25,41,13
S00129969,108,30,42,19,17
S00129970,56,6,22,22,6
S00129971,78,11,18,22,27
S00129972,87,13,21,32,21
S00129973,45,6,21,12,6
S00129974,88,8,14,30,36
S00129975,39,1,5,21,12
S00129976,86,5,23,21,37
S00129977,31,0,6,6,19
S00129978,62,4,13,19,26
S00129979,55,11,16,14,14
S00129980,54,2,9,8,35
S00129981,62,2,9,20,31
S00129982,118,0,28,31,59
S00129983,106,10,22,34,40
S00129984,53,2,7,18,26
S00129985,60,3,20,33,4
S00129986,79,15,34,15,15
S00129987,62,12,26,13,11
S00129988,61,21,21,14,5
S00129989,61,15,28,3,15
S00129990,50,16,11,7,16
S00129991,54,17,21,6,10
S00129992,51,6,17,10,18
S00129993,58,12,26,11,9
S00129994,50,6,22,13,9
S00129995,60,25,19,10,6
S00129996,45,17,11,6,11
S00129997,37,6,9,7,15
S00129998,127,80,38,4,5
S00129999,62,14,15,7,26
S00130000,57,3,12,8,34
S00130001,48,4,8,18,18
S00130002,37,6,18,12,1
S00130003,56,15,24,7,10
S00130004,97,43,42,11,1
S00130005,155,38,56,47,14
S00130006,50,8,16,12,14
S00130007,87,41,34,9,3
S00130008,68,11,27,17,13
S00130009,123,47,42,20,14
S00130010,57,14,26,11,6
S00130011,95,23,29,30,13
S00130012,87,5,20,29,33
S00130013,61,9,14,21,17
S00130014,45,5,16,7,17
S00130015,83,7,20,24,32
S00130016,29,4,5,7,13
S00130017,115,39,34,30,12
S00130018,4,0,2,2,0
S00130019,114,37,42,22,13
S00130020,78,20,29,20,9
S00130021,65,22,24,15,4
S00130022,108,65,35,5,3
S00130023,48,18,21,7,2
S00130024,64,29,26,3,6
S00130025,72,18,35,13,6
S00130026,43,9,21,9,4
S00130027,71,9,34,22,6
S00130028,63,17,28,7,11
S00130029,30,10,13,2,5
S00130030,65,15,23,11,16
S00130031,65,8,30,12,15
S00130032,50,6,19,2,23
S00130033,69,8,23,11,27
S00130034,141,6,30,33,72
S00130035,55,7,19,9,20
S00130036,52,1,10,8,33
S00130037,45,1,7,6,31
S00130038,57,0,11,21,25
S00130039,104,3,20,29,52
S00130040,76,8,27,20,21
S00130041,108,7,40,25,36
S00130042,51,5,27,9,10
S00130043,41,4,15,14,8
S00130044,63,8,19,20,16
S00130045,43,2,18,11,12
S00130046,48,1,14,4,29
S00130047,80,18,33,12,17
S00130048,75,16,29,9,21
S00130049,77,18,24,21,14
S00130050,101,16,39,20,26
S00130051,119,21,35,38,25
S00130052,64,8,27,21,8
S00130053,52,4,21,10,17
S00130054,48,0,11,9,28
S00130055,31,4,7,5,15
S00130056,70,2,13,22,33
S00130057,51,2,7,11,31
S00130058,88,1,17,27,43
S00130059,95,35,37,15,8
S00130060,58,12,30,9,7
S00130061,78,3,10,23,42
S00130062,38,0,4,18,16
S00130063,160,76,44,22,18
S00130064,5,2,1,2,0
S00130065,87,23,34,19,11
S00130066,37,5,22,4,6
S00130067,59,25,19,7,8
S00130068,32,5,16,5,6
S00130069,14,3,6,4,1
S00130070,82,10,27,26,19
S00130071,118,19,50,39,10
S00130072,30,3,9,8,10
S00130073,99,18,21,22,38
S00130074,96,18,43,26,9
S00130075,72,17,34,14,7
S00130076,69,14,31,10,14
S00130077,72,9,20,27,16
S00130078,87,15,39,15,18
S00130079,67,21,26,11,9
S00130080,61,9,18,21,13
S00130081,95,5,13,33,44
S00130082,43,6,8,11,18
S00130083,84,10,25,27,22
S00130084,81,14,30,26,11
S00130085,47,4,17,14,12
S00130086,105,13,33,28,31
S00130087,72,5,37,18,12
S00130088,80,25,26,15,14
S00130089,133,37,54,29,13
S00130090,74,38,15,11,10
S00130091,59,27,20,11,1
S00130092,99,32,44,19,4
S00130093,104,16,25,36,27
S00130094,49,4,16,8,21
S00130095,46,5,19,9,13
S00130096,42,4,12,9,17
S00130097,106,18,49,30,9
S00130098,32,4,7,12,9
S00130099,121,17,55,28,21
S00130100,75,21,28,13,13
S00130101,88,24,36,20,8
S00130102,47,9,15,10,13
S00130103,86,5,23,25,33
S00130104,77,21,31,16,9
S00130105,75,14,17,31,13
S00130106,67,11,31,16,9
S00130107,74,31,31,10,2
S00130108,57,16,11,22,8
S00130109,121,28,56,20,17
S00130110,63,18,27,11,7
S00130111,29,7,17,2,3
S00130112,61,15,14,20,12
S00130113,66,15,31,10,10
S00130114,72,6,14,35,17
S00130115,77,3,22,29,23
S00130116,77,11,15,25,26
S00130117,59,6,23,22,8
S00130118,59,11,11,10,27
S00130119,65,20,13,22,10
S00130120,15,1,6,5,3
S00130121,89,35,34,9,11
S00130122,112,14,25,31,42
S00130123,16,0,5,4,7
S00130124,44,2,6,9,27
S00130125,46,10,16,13,7
S00130126,45,8,21,3,13
S00130127,108,35,40,17,16
S00130128,101,10,52,22,17
S00130129,99,32,29,21,17
S00130130,107,17,30,35,25
S00130131,90,23,31,25,11
S00130132,37,7,23,5,2
S00130133,103,29,48,21,5
S00130134,36,13,10,11,2
S00130135,37,6,22,4,5
S00130136,115,26,49,32,8
S00130137,122,33,41,31,17
S00130138,78,15,31,18,14
S00130139,56,5,28,14,9
S00130140,77,10,44,11,12
S00130141,105,36,39,13,17
S00130142,91,27,38,10,16
S00130143,117,24,23,25,45
S00130144,63,9,19,21,14
S00130145,34,4,10,14,6
S00130146,60,1,18,15,26
S00130147,37,5,15,7,10
S00130148,77,6,28,14,29
S00130149,51,3,9,7,32
S00130150,82,9,19,24,30
S00130151,82,5,39,13,25
S00130152,50,10,15,13,12
S00130153,35,2,13,7,13
S00130154,78,8,29,22,19
S00130155,73,21,13,22,17
S00130156,62,7,20,26,9
S00130157,71,3,21,16,31
S00130158,74,4,18,18,34
S00130159,84,14,34,16,20
S00130160,78,8,33,14,23
S00130161,57,2,12,14,29
S00130162,46,14,13,10,9
S00130163,35,3,8,8,16
S00130164,37,3,2,13,19
S00130165,72,18,16,12,26
S00130166,86,7,31,24,24
S00130167,51,0,7,15,29
S00130168,110,19,51,23,17
S00130169,132,26,38,42,26
S00130170,56,7,10,27,12
S00130171,46,0,17,10,19
S00130172,57,0,10,28,19
S00130173,52,3,10,4,35
S00130174,75,6,11,34,24
S00130175,65,6,13,13,33
S00130176,96,18,41,17,20
S00130177,38,5,11,7,15
S00130178,62,3,13,8,38
S00130179,59,4,7,21,27
S00130180,80,1,12,21,46
S00130181,71,5,14,8,44
S00130182,74,4,31,14,25
S00130183,86,1,22,23,40
S00130184,71,12,13,17,29
S00130185,95,19,29,26,21
S00130186,78,9,37,18,14
S00130187,98,6,35,41,16
S00130188,56,2,19,19,16
