oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00123405,85,79,6,0,0
S00123406,165,161,3,1,0
S00123407,110,83,27,0,0
S00123408,88,83,5,0,0
S00123409,97,87,9,1,0
S00123410,132,124,4,3,1
S00123411,98,90,6,2,0
S00123412,79,70,8,1,0
S00123413,102,96,5,1,0
S00123414,126,111,14,1,0
S00123415,73,61,9,2,1
S00123416,96,82,13,1,0
S00123417,102,93,8,1,0
S00123418,157,119,36,1,1
S00123419,158,138,17,2,1
S00123420,100,80,19,1,0
S00123421,123,104,19,0,0
S00123422,145,134,10,1,0
S00123423,126,123,3,0,0
S00123424,193,162,25,3,3
S00123425,94,88,5,0,1
S00123426,110,96,12,2,0
S00123427,153,127,19,7,0
S00123428,116,106,10,0,0
S00123429,76,67,8,1,0
S00123430,118,111,6,1,0
S00123431,130,115,13,2,0
S00123432,115,100,15,0,0
S00123433,124,112,12,0,0
S00123434,101,90,11,0,0
S00123435,150,130,18,1,1
S00123436,159,144,11,3,1
S00123437,116,99,12,3,2
S00123438,105,95,9,1,0
S00123439,103,83,18,2,0
S00123440,197,185,12,0,0
S00123441,155,132,23,0,0
S00123442,170,155,14,1,0
S00123443,109,103,6,0,0
S00123444,157,141,15,1,0
S00123445,134,107,25,2,0
S00123446,157,138,13,5,1
S00123447,125,115,10,0,0
S00123448,179,160,16,3,0
S00123449,159,145,13,1,0
S00123450,146,126,15,4,1
S00123451,152,146,5,1,0
S00123452,141,136,5,0,0
S00123453,183,167,13,3,0
S00123454,202,190,12,0,0
S00123455,122,114,7,1,0
S00123456,120,111,9,0,0
S00123457,91,87,4,0,0
S00123458,142,135,7,0,0
S00123459,94,78,15,0,1
S00123460,146,128,15,3,0
S00123461,85,68,11,5,1
S00123462,186,171,14,0,1
S00123463,125,113,12,0,0
S00123464,134,120,14,0,0
S00123465,132,121,10,1,0
S00123466,107,88,17,2,0
S00123467,102,91,8,2,1
S00123468,136,120,14,0,2
S00123469,106,102,2,2,0
S00123470,143,131,9,2,1
S00123471,101,92,8,0,1
S00123472,110,95,13,2,0
S00123473,98,93,4,1,0
S00123474,72,62,9,0,1
S00123475,60,56,4,0,0
S00123476,95,88,7,0,0
S00123477,74,65,5,4,0
S00123478,75,71,4,0,0
S00123479,87,76,10,1,0
S00123480,108,94,12,2,0
S00123481,93,83,10,0,0
S00123482,86,80,6,0,0
S00123483,84,79,4,1,0
S00123484,55,47,6,2,0
S00123485,156,149,7,0,0
S00123486,98,98,0,0,0
S00123487,101,96,5,0,0
S00123488,143,136,6,1,0
S00123489,103,99,3,1,0
S00123490,169,158,10,1,0
S00123491,107,91,13,3,0
S00123492,98,93,2,2,1
S00123493,100,93,7,0,0
S00123494,110,100,10,0,0
S00123495,123,115,8,0,0
S00123496,94,74,17,2,1
S00123497,156,148,7,1,0
S00123498,142,129,12,1,0
S00123499,75,58,17,0,0
S00123500,132,126,5,1,0
S00123501,159,150,8,1,0
S00123502,113,108,5,0,0
S00123503,137,125,12,0,0
S00123504,106,101,5,0,0
S00123505,88,76,11,1,0
S00123506,92,75,13,1,3
S00123507,138,115,22,1,0
S00123508,96,83,7,6,0
S00123509,117,95,18,4,0
S00123510,73,64,8,1,0
S00123511,85,79,6,0,0
S00123512,117,106,11,0,0
S00123513,105,95,9,1,0
S00123514,173,160,11,2,0
S00123515,102,90,12,0,0
S00123516,141,129,12,0,0
S00123517,122,115,7,0,0
S00123518,121,109,11,1,0
S00123519,148,127,21,0,0
S00123520,79,65,13,1,0
S00123521,107,102,5,0,0
S00123522,62,57,5,0,0
S00123523,62,45,6,0,11
S00123524,67,63,4,0,0
S00123525,80,72,7,1,0
S00123526,100,85,10,4,1
S00123527,118,106,12,0,0
S00123528,134,123,11,0,0
S00123529,104,88,14,2,0
S00123530,71,51,15,4,1
S00123531,89,76,12,1,0
S00123532,87,79,7,1,0
S00123533,83,66,16,1,0
S00123534,64,51,12,1,0
S00123535,105,101,4,0,0
S00123536,60,55,5,0,0
S00123537,76,67,8,0,1
S00123538,98,90,8,0,0
S00123539,184,161,21,1,1
S00123540,130,121,9,0,0
S00123541,87,76,10,1,0
S00123542,133,118,12,2,1
S00123543,151,133,17,0,1
S00123544,158,143,15,0,0
S00123545,111,98,13,0,0
S00123546,136,123,11,2,0
S00123547,114,98,15,0,1
S00123548,88,81,7,0,0
S00123549,129,115,12,2,0
S00123550,99,89,9,1,0
S00123551,98,88,9,1,0
S00123552,94,81,13,0,0
S00123553,94,90,4,0,0
S00123554,91,82,9,0,0
S00123555,104,98,6,0,0
S00123556,82,79,3,0,0
S00123557,117,106,11,0,0
S00123558,87,72,15,0,0
S00123559,175,165,9,1,0
S00123560,108,92,16,0,0
S00123561,92,72,16,4,0
S00123562,101,96,3,2,0
S00123563,81,70,7,4,0
S00123564,69,66,2,1,0
S00123565,123,113,8,2,0
S00123566,63,58,4,1,0
S00123567,88,76,9,2,1
S00123568,98,90,7,1,0
S00123569,150,135,13,1,1
S00123570,110,100,9,0,1
S00123571,98,91,7,0,0
S00123572,88,80,5,2,1
S00123573,84,79,5,0,0
S00123574,163,149,10,3,1
S00123575,165,160,5,0,0
S00123576,135,119,11,5,0
S00123577,101,95,5,1,0
S00123578,206,188,14,2,2
S00123579,115,104,10,1,0
S00123580,172,156,16,0,0
S00123581,104,96,8,0,0
S00123582,130,122,8,0,0
S00123583,60,56,3,1,0
S00123584,114,98,16,0,0
S00123585,93,90,3,0,0
S00123586,131,121,9,1,0
S00123587,100,95,5,0,0
S00123588,101,90,10,1,0
S00123589,138,130,8,0,0
S00123590,142,130,12,0,0
S00123591,65,56,8,1,0
S00123592,60,48,11,0,1
S00123593,139,122,17,0,0
S00123594,81,75,5,1,0
S00123595,93,85,8,0,0
S00123596,116,111,4,1,0
S00123597,57,52,4,1,0
S00123598,136,116,17,3,0
S00123599,81,75,6,0,0
S00123600,137,116,18,3,0
S00123601,213,177,34,0,2
S00123602,155,139,11,3,2
S00123603,125,116,9,0,0
S00123604,89,82,6,1,0
S00123605,142,125,15,1,1
S00123606,90,73,15,2,0
S00123607,131,116,13,2,0
S00123608,68,59,6,3,0
S00123609,70,66,3,0,1
S00123610,87,81,4,2,0
S00123611,159,151,7,0,1
S00123612,161,141,20,0,0
S00123613,191,174,16,1,0
S00123614,131,115,15,1,0
S00123615,100,88,11,1,0
S00123616,100,89,9,2,0
S00123617,96,87,5,4,0
S00123618,113,96,15,2,0
S00123619,148,131,16,1,0
S00123620,111,92,16,2,1
S00123621,88,82,6,0,0
S00123622,81,62,19,0,0
S00123623,102,90,12,0,0
S00123624,120,103,16,1,0
S00123625,102,86,12,2,2
S00123626,174,157,17,0,0
S00123627,126,112,14,0,0
S00123628,144,123,20,1,0
S00123629,131,113,18,0,0
S00123630,151,124,22,4,1
S00123631,127,110,16,1,0
S00123632,150,131,19,0,0
S00123633,86,75,11,0,0
S00123634,83,69,14,0,0
S00123635,152,139,12,0,1
S00123636,124,103,18,3,0
S00123637,84,73,10,0,1
S00123638,154,132,18,4,0
S00123639,92,88,4,0,0
S00123640,94,86,8,0,0
S00123641,168,158,8,2,0
S00123642,178,163,15,0,0
S00123643,192,180,11,1,0
S00123644,99,87,11,1,0
S00123645,85,80,5,0,0
S00123646,81,75,6,0,0
S00123647,151,130,20,1,0
S00123648,86,75,10,1,0
S00123649,155,142,12,1,0
S00123650,172,159,10,3,0
S00123651,168,147,21,0,0
S00123652,72,62,10,0,0
S00123653,111,100,11,0,0
S00123654,104,93,10,1,0
S00123655,102,96,6,0,0
S00123656,129,116,13,0,0
S00123657,97,83,14,0,0
S00123658,106,93,11,1,1
S00123659,153,132,21,0,0
S00123660,91,79,10,2,0
S00123661,158,139,19,0,0
S00123662,136,121,14,1,0
S00123663,102,88,13,0,1
S00123664,116,102,13,0,1
S00123665,78,62,15,1,0
S00123666,140,125,11,4,0
S00123667,73,66,6,1,0
S00123668,125,116,9,0,0
S00123669,107,91,15,1,0
S00123670,182,165,17,0,0
S00123671,123,114,9,0,0
S00123672,108,98,10,0,0
S00123673,137,127,8,2,0
S00123674,104,93,9,2,0
S00123675,153,136,14,1,2
S00123676,118,109,8,1,0
S00123677,100,81,18,1,0
S00123678,100,89,10,1,0
S00123679,145,128,12,3,2
S00123680,111,104,5,2,0
S00123681,176,155,20,1,0
S00123682,92,86,4,2,0
S00123683,84,78,6,0,0
S00123684,107,93,14,0,0
S00123685,93,78,12,3,0
S00123686,104,101,3,0,0
S00123687,105,98,7,0,0
S00123688,129,119,8,2,0
S00123689,107,97,8,2,0
S00123690,99,81,15,2,1
S00123691,140,126,14,0,0
S00123692,193,178,14,1,0
S00123693,152,145,5,2,0
S00123694,104,100,4,0,0
S00123695,187,170,15,2,0
S00123696,121,107,12,2,0
S00123697,79,68,11,0,0
S00123698,137,118,18,1,0
S00123699,85,79,6,0,0
S00123700,113,93,19,1,0
S00123701,121,109,12,0,0
S00123702,91,85,6,0,0
S00123703,116,100,16,0,0
S00123704,63,57,6,0,0
S00123705,144,130,10,3,1
S00123706,86,77,7,2,0
S00123707,87,81,6,0,0
S00123708,97,75,16,5,1
S00123709,160,128,23,8,1
S00123710,96,89,7,0,0
S00123711,79,74,5,0,0
S00123712,63,59,4,0,0
S00123713,79,72,7,0,0
S00123714,137,129,6,1,1
S00123715,130,112,14,4,0
S00123716,110,104,6,0,0
S00123717,93,86,6,0,1
S00123718,91,79,12,0,0
S00123719,105,102,3,0,0
S00123720,163,139,24,0,0
S00123721,142,129,12,1,0
S00123722,104,96,8,0,0
S00123723,58,49,5,3,1
S00123724,122,111,10,1,0
S00123725,91,78,10,0,3
S00123726,82,71,11,0,0
S00123727,167,154,11,1,1
S00123728,142,132,10,0,0
S00123729,84,74,9,1,0
S00123730,116,107,9,0,0
S00123731,84,80,4,0,0
S00123732,148,121,26,1,0
S00123733,129,105,21,3,0
S00123734,171,156,15,0,0
S00123735,125,121,4,0,0
S00123736,132,126,4,2,0
S00123737,126,119,7,0,0
S00123738,120,116,4,0,0
S00123739,67,64,3,0,0
S00123740,140,128,8,4,0
S00123741,157,146,11,0,0
S00123742,154,137,15,0,2
S00123743,91,89,2,0,0
S00123744,140,136,4,0,0
S00123745,114,103,10,0,1
S00123746,152,141,10,1,0
S00123747,124,120,4,0,0
S00123748,136,127,8,0,1
S00123749,96,90,5,1,0
S00123750,69,66,3,0,0
S00123751,71,56,14,0,1
S00123752,70,62,8,0,0
S00123753,61,54,6,1,0
S00123754,102,87,11,4,0
S00123755,89,83,4,1,1
S00123756,100,79,16,3,2
S00123757,145,126,16,2,1
S00123758,149,121,22,5,1
S00123759,187,159,24,3,1
S00123760,64,49,15,0,0
S00123761,152,136,10,6,0
S00123762,155,136,16,3,0
S00123763,102,83,16,3,0
S00123764,68,62,6,0,0
S00123765,75,66,6,0,3
S00123766,79,64,10,5,0
S00123767,133,123,10,0,0
S00123768,156,134,17,5,0
S00123769,89,73,13,3,0
S00123770,159,147,12,0,0
S00123771,214,186,20,7,1
S00123772,132,105,25,2,0
S00123773,126,122,3,1,0
S00123774,145,130,13,1,1
S00123775,157,142,14,0,1
S00123776,137,123,13,0,1
S00123777,140,118,22,0,0
S00123778,137,127,10,0,0
S00123779,140,118,22,0,0
S00123780,54,53,1,0,0
S00123781,105,92,12,1,0
S00123782,65,63,2,0,0
S00123783,133,121,12,0,0
S00123784,62,54,8,0,0
S00123785,130,118,10,2,0
S00123786,120,108,12,0,0
S00123787,98,91,4,2,1
S00123788,88,79,8,0,1
S00123789,159,144,12,2,1
S00123790,167,161,5,1,0
S00123791,127,112,15,0,0
S00123792,101,86,14,0,1
S00123793,118,108,10,0,0
S00123794,110,96,10,4,0
S00123795,103,95,7,1,0
S00123796,82,74,7,0,1
S00123797,62,51,8,3,0
S00123798,57,52,5,0,0
S00123799,176,153,19,4,0
S00123800,168,145,22,1,0
S00123801,107,98,9,0,0
S00123802,125,111,8,6,0
S00123803,123,110,11,2,0
S00123804,145,132,11,2,0
S00123805,162,157,5,0,0
S00123806,160,140,18,2,0
S00123807,132,115,15,2,0
S00123808,161,152,7,1,1
S00123809,133,128,5,0,0
S00123810,66,61,5,0,0
S00123811,141,123,17,1,0
S00123812,153,139,12,2,0
S00123813,116,101,15,0,0
S00123814,54,48,6,0,0
S00123815,68,60,6,1,1
S00123816,70,62,8,0,0
S00123817,138,126,12,0,0
S00123818,110,100,10,0,0
S00123819,98,90,8,0,0
S00123820,58,48,10,0,0
S00123821,102,93,9,0,0
S00123822,183,168,14,1,0
S00123823,95,87,8,0,0
S00123824,152,138,13,1,0
S00123825,155,139,15,1,0
S00123826,94,84,9,1,0
S00123827,88,74,11,2,1
S00123828,69,66,3,0,0
S00123829,80,76,4,0,0
S00123830,109,102,5,0,2
S00123831,109,101,7,1,0
S00123832,97,85,12,0,0
S00123833,140,128,8,3,1
S00123834,98,93,4,0,1
S00123835,134,125,9,0,0
S00123836,49,44,4,1,0
S00123837,70,66,4,0,0
S00123838,79,65,11,3,0
S00123839,81,64,11,6,0
S00123840,85,63,9,11,2
S00123841,86,68,9,7,2
S00123842,131,109,15,6,1
S00123843,107,98,9,0,0
S00123844,115,108,5,2,0
S00123845,111,99,12,0,0
S00123846,86,79,7,0,0
S00123847,77,70,6,1,0
S00123848,127,118,8,1,0
S00123849,58,53,5,0,0
S00123850,62,57,5,0,0
S00123851,114,104,8,2,0
S00123852,158,134,20,3,1
S00123853,102,93,7,2,0
S00123854,52,50,2,0,0
S00123855,99,93,5,1,0
S00123856,129,121,7,1,0
S00123857,94,83,11,0,0
S00123858,65,48,10,6,1
S00123859,53,45,5,1,2
S00123860,112,90,20,2,0
S00123861,159,133,22,3,1
S00123862,130,112,17,1,0
S00123863,106,100,4,2,0
S00123864,153,128,23,1,1
S00123865,108,96,12,0,0
S00123866,175,164,11,0,0
S00123867,85,77,8,0,0
S00123868,101,98,3,0,0
S00123869,96,87,9,0,0
S00123870,113,89,15,9,0
S00123871,97,74,16,6,1
S00123872,111,82,16,11,2
S00123873,153,139,14,0,0
S00123874,80,74,6,0,0
S00123875,146,128,14,4,0
S00123876,139,130,8,1,0
S00123877,99,88,11,0,0
S00123878,122,78,36,8,0
S00123879,137,130,5,1,1
S00123880,66,52,12,1,1
S00123881,143,107,23,12,1
S00123882,132,117,11,2,2
S00123883,95,80,12,3,0
S00123884,67,54,10,3,0
S00123885,186,161,25,0,0
S00123886,113,100,10,3,0
S00123887,116,88,14,13,1
S00123888,135,115,18,1,1
S00123889,88,64,12,10,2
S00123890,54,48,4,1,1
S00123891,91,68,18,5,0
S00123892,162,145,17,0,0
S00123893,187,160,24,3,0
S00123894,153,144,9,0,0
S00123895,127,117,9,1,0
S00123896,93,87,6,0,0
S00123897,110,99,8,2,1
S00123898,92,88,4,0,0
S00123899,138,131,6,1,0
S00123900,112,102,8,2,0
S00123901,91,79,9,2,1
S00123902,57,50,6,1,0
S00123903,69,61,6,1,1
S00123904,54,47,7,0,0
S00123905,87,81,5,1,0
S00123906,62,59,3,0,0
S00123907,82,77,4,1,0
S00123908,108,89,10,9,0
S00123909,132,119,9,4,0
S00123910,93,82,10,1,0
S00123911,102,90,9,3,0
S00123912,88,80,7,1,0
S00123913,89,79,10,0,0
S00123914,116,100,15,1,0
S00123915,118,102,14,1,1
S00123916,55,47,8,0,0
S00123917,104,98,4,2,0
S00123918,66,55,10,1,0
S00123919,105,94,11,0,0
S00123920,92,86,5,1,0
S00123921,62,50,10,2,0
S00123922,51,50,1,0,0
S00123923,52,46,6,0,0
S00123924,114,108,6,0,0
S00123925,67,61,5,1,0
S00123926,143,129,11,3,0
S00123927,137,124,12,0,1
S00123928,82,75,7,0,0
S00123929,161,140,20,1,0
S00123930,131,112,18,1,0
S00123931,162,150,9,1,2
S00123932,111,96,13,1,1
S00123933,71,58,12,1,0
S00123934,123,116,7,0,0
S00123935,80,74,4,2,0
S00123936,105,99,6,0,0
S00123937,125,115,10,0,0
S00123938,98,88,9,0,1
S00123939,168,150,18,0,0
S00123940,131,121,9,1,0
S00123941,177,163,13,1,0
S00123942,154,137,16,1,0
S00123943,79,68,8,2,1
S00123944,96,86,7,3,0
S00123945,109,95,14,0,0
S00123946,122,117,5,0,0
S00123947,144,129,14,1,0
S00123948,176,158,18,0,0
S00123949,151,146,5,0,0
S00123950,92,84,7,1,0
S00123951,107,99,8,0,0
S00123952,114,103,11,0,0
S00123953,129,108,20,1,0
S00123954,132,117,15,0,0
S00123955,120,110,9,1,0
S00123956,63,58,5,0,0
S00123957,110,103,7,0,0
S00123958,128,107,13,3,5
S00123959,125,114,10,1,0
S00123960,169,153,15,1,0
S00123961,153,137,15,1,0
S00123962,127,110,16,1,0
S00123963,112,98,12,2,0
S00123964,127,114,11,2,0
S00123965,76,68,8,0,0
S00123966,100,83,16,1,0
S00123967,95,86,9,0,0
S00123968,116,95,21,0,0
S00123969,101,90,9,1,1
S00123970,146,130,15,1,0
S00123971,134,130,4,0,0
S00123972,70,61,8,1,0
S00123973,167,151,13,3,0
S00123974,123,115,6,2,0
S00123975,101,89,11,1,0
S00123976,93,69,19,5,0
S00123977,102,91,9,0,2
S00123978,264,233,25,4,2
S00123979,159,148,9,2,0
S00123980,113,97,16,0,0
S00123981,122,110,11,1,0
S00123982,114,107,5,2,0
S00123983,164,156,7,0,1
S00123984,140,121,19,0,0
S00123985,184,169,14,1,0
S00123986,129,119,9,1,0
S00123987,184,162,22,0,0
S00123988,99,89,8,2,0
S00123989,132,110,22,0,0
S00123990,105,96,9,0,0
S00123991,135,126,8,1,0
S00123992,123,113,9,1,0
S00123993,58,50,8,0,0
S00123994,64,62,2,0,0
S00123995,135,120,14,1,0
S00123996,67,61,6,0,0
S00123997,63,55,8,0,0
S00123998,128,119,8,0,1
S00123999,124,107,16,1,0
S00124000,113,107,6,0,0
S00124001,116,102,10,3,1
S00124002,134,118,15,1,0
S00124003,87,79,8,0,0
S00124004,136,123,12,1,0
S00124005,223,206,15,2,0
S00124006,81,73,8,0,0
S00124007,107,99,8,0,0
S00124008,63,56,6,1,0
S00124009,82,67,12,1,2
S00124010,136,124,9,3,0
S00124011,78,74,4,0,0
S00124012,108,91,13,2,2
S00124013,97,88,7,2,0
S00124014,76,60,12,2,2
S00124015,101,89,12,0,0
S00124016,133,115,14,4,0
S00124017,113,96,16,1,0
S00124018,127,121,6,0,0
S00124019,113,107,6,0,0
S00124020,171,159,11,1,0
S00124021,111,98,13,0,0
S00124022,122,106,16,0,0
S00124023,103,94,9,0,0
S00124024,142,126,15,0,1
S00124025,124,108,13,3,0
S00124026,114,100,14,0,0
S00124027,159,145,12,2,0
S00124028,168,145,23,0,0
S00124029,76,72,3,1,0
S00124030,83,70,12,1,0
S00124031,100,82,16,1,1
S00124032,70,67,2,1,0
S00124033,66,64,2,0,0
S00124034,80,71,8,1,0
S00124035,129,97,17,8,7
S00124036,118,108,9,1,0
S00124037,130,120,10,0,0
S00124038,92,81,11,0,0
S00124039,113,105,6,2,0
S00124040,81,70,11,0,0
S00124041,92,79,11,2,0
S00124042,78,64,13,1,0
S00124043,65,56,8,1,0
S00124044,126,115,11,0,0
S00124045,95,81,10,3,1
S00124046,89,83,4,1,1
S00124047,83,75,8,0,0
S00124048,97,89,4,2,2
S00124049,72,63,9,0,0
S00124050,114,102,12,0,0
S00124051,112,105,7,0,0
S00124052,115,96,16,2,1
S00124053,95,90,5,0,0
S00124054,77,73,3,0,1
S00124055,103,91,12,0,0
S00124056,83,73,7,0,3
S00124057,83,71,10,2,0
S00124058,89,81,7,0,1
S00124059,103,81,18,4,0
S00124060,110,98,10,2,0
S00124061,97,89,7,1,0
S00124062,82,70,9,3,0
S00124063,80,75,5,0,0
S00124064,155,139,14,1,1
S00124065,90,86,4,0,0
S00124066,56,52,4,0,0
S00124067,90,85,5,0,0
S00124068,52,45,6,1,0
S00124069,164,152,11,1,0
S00124070,58,54,4,0,0
S00124071,144,134,9,1,0
S00124072,153,145,5,1,2
S00124073,146,139,7,0,0
S00124074,110,105,5,0,0
S00124075,139,129,10,0,0
S00124076,139,129,10,0,0
S00124077,91,89,2,0,0
S00124078,160,154,6,0,0
S00124079,67,61,6,0,0
S00124080,61,60,1,0,0
S00124081,97,88,8,1,0
S00124082,131,115,13,3,0
S00124083,116,107,7,2,0
S00124084,81,72,8,1,0
S00124085,65,63,2,0,0
S00124086,125,121,3,1,0
S00124087,144,132,11,1,0
S00124088,75,72,2,0,1
S00124089,103,96,6,1,0
S00124090,78,68,10,0,0
S00124091,79,67,11,1,0
S00124092,156,143,11,1,1
S00124093,71,61,8,0,2
S00124094,73,67,5,0,1
S00124095,75,66,9,0,0
S00124096,83,68,15,0,0
S00124097,67,63,4,0,0
S00124098,95,85,10,0,0
S00124099,120,111,8,1,0
S00124100,69,61,7,1,0
S00124101,108,101,7,0,0
S00124102,170,155,14,1,0
S00124103,113,97,14,2,0
S00124104,56,44,10,1,1
S00124105,104,87,17,0,0
S00124106,154,150,4,0,0
S00124107,104,95,8,1,0
S00124108,62,49,10,3,0
S00124109,116,102,11,2,1
S00124110,126,112,13,1,0
S00124111,122,105,17,0,0
S00124112,107,105,2,0,0
S00124113,98,88,10,0,0
S00124114,129,121,6,2,0
S00124115,138,133,5,0,0
S00124116,103,101,2,0,0
S00124117,166,158,8,0,0
S00124118,98,90,8,0,0
S00124119,103,101,2,0,0
S00124120,102,97,5,0,0
S00124121,115,109,6,0,0
S00124122,108,104,4,0,0
S00124123,129,125,4,0,0
S00124124,161,149,11,1,0
S00124125,85,85,0,0,0
S00124126,117,107,9,1,0
S00124127,149,146,3,0,0
S00124128,103,96,7,0,0
S00124129,145,140,5,0,0
S00124130,109,100,7,0,2
S00124131,101,98,3,0,0
S00124132,118,110,8,0,0
S00124133,111,107,3,1,0
S00124134,108,103,5,0,0
S00124135,112,107,5,0,0
S00124136,63,58,5,0,0
S00124137,50,45,3,2,0
S00124138,89,81,7,1,0
S00124139,95,90,5,0,0
S00124140,84,73,10,1,0
S00124141,84,77,6,0,1
S00124142,118,108,9,1,0
S00124143,80,67,10,3,0
S00124144,126,113,11,1,1
S00124145,96,77,15,3,1
S00124146,119,103,15,1,0
S00124147,167,150,13,3,1
S00124148,115,110,4,1,0
S00124149,192,169,20,3,0
S00124150,156,149,7,0,0
S00124151,120,119,1,0,0
S00124152,123,113,10,0,0
S00124153,110,94,16,0,0
S00124154,181,167,9,4,1
S00124155,117,104,11,2,0
S00124156,112,95,17,0,0
S00124157,107,91,14,2,0
S00124158,113,111,1,1,0
S00124159,145,134,11,0,0
S00124160,93,86,7,0,0
S00124161,96,87,8,1,0
S00124162,132,122,7,3,0
S00124163,125,113,9,3,0
S00124164,160,135,22,3,0
S00124165,72,66,4,0,2
S00124166,86,83,2,1,0
S00124167,205,185,20,0,0
S00124168,147,126,16,5,0
S00124169,112,105,6,1,0
S00124170,116,97,14,4,1
S00124171,124,105,19,0,0
S00124172,86,67,19,0,0
S00124173,94,80,12,1,1
S00124174,119,109,9,0,1
S00124175,177,134,38,5,0
S00124176,144,118,23,2,1
S00124177,111,100,8,3,0
S00124178,122,113,7,2,0
S00124179,95,85,10,0,0
S00124180,91,83,8,0,0
S00124181,180,162,15,2,1
S00124182,142,127,14,1,0
S00124183,103,96,6,1,0
S00124184,146,126,19,1,0
S00124185,91,53,36,2,0
S00124186,75,65,10,0,0
S00124187,82,67,11,4,0
S00124188,80,69,11,0,0
S00124189,108,82,21,5,0
S00124190,105,87,16,2,0
S00124191,99,79,10,5,5
S00124192,77,60,14,3,0
S00124193,67,55,12,0,0
S00124194,66,60,5,1,0
S00124195,136,124,12,0,0
S00124196,101,77,10,10,4
S00124197,118,104,13,1,0
S00124198,147,94,36,16,1
S00124199,124,107,15,2,0
S00124200,188,170,17,1,0
S00124201,125,115,9,1,0
S00124202,84,70,12,2,0
S00124203,100,87,8,5,0
S00124204,127,124,3,0,0
S00124205,78,64,12,1,1
S00124206,106,95,11,0,0
S00124207,211,168,28,10,5
S00124208,172,150,21,1,0
S00124209,177,157,17,3,0
S00124210,170,159,7,4,0
S00124211,160,133,18,6,3
S00124212,158,134,18,1,5
S00124213,81,70,10,1,0
S00124214,152,142,8,2,0
S00124215,105,85,17,3,0
S00124216,88,76,12,0,0
S00124217,90,80,7,3,0
S00124218,100,90,6,4,0
S00124219,75,68,6,1,0
S00124220,86,75,10,1,0
S00124221,87,75,11,0,1
S00124222,95,78,15,2,0
S00124223,115,101,14,0,0
S00124224,135,131,4,0,0
S00124225,121,109,11,1,0
S00124226,78,58,11,9,0
S00124227,140,126,12,2,0
S00124228,144,129,15,0,0
S00124229,142,119,21,2,0
S00124230,152,139,13,0,0
S00124231,138,124,13,1,0
S00124232,137,121,15,1,0
S00124233,167,155,7,5,0
S00124234,92,85,7,0,0
S00124235,88,75,13,0,0
S00124236,114,101,13,0,0
S00124237,79,68,10,1,0
S00124238,112,107,3,2,0
S00124239,115,107,7,1,0
S00124240,137,127,9,1,0
S00124241,104,84,20,0,0
S00124242,138,130,7,1,0
S00124243,140,123,14,3,0
S00124244,182,162,18,2,0
S00124245,133,123,8,2,0
S00124246,100,84,16,0,0
S00124247,129,113,14,2,0
S00124248,119,105,14,0,0
S00124249,136,117,17,2,0
S00124250,95,86,9,0,0
S00124251,99,89,10,0,0
S00124252,117,103,13,0,1
S00124253,111,99,11,1,0
S00124254,68,66,2,0,0
S00124255,152,136,16,0,0
S00124256,166,146,19,1,0
S00124257,166,155,11,0,0
S00124258,154,128,24,2,0
S00124259,104,89,14,1,0
S00124260,114,106,8,0,0
S00124261,79,78,1,0,0
S00124262,131,119,10,2,0
S00124263,184,173,11,0,0
S00124264,135,128,6,1,0
S00124265,151,139,12,0,0
S00124266,143,136,7,0,0
S00124267,115,105,9,1,0
S00124268,175,160,15,0,0
S00124269,53,50,3,0,0
S00124270,63,55,8,0,0
S00124271,136,123,13,0,0
S00124272,119,106,13,0,0
S00124273,140,118,19,3,0
S00124274,121,107,13,1,0
S00124275,143,128,12,2,1
S00124276,75,70,5,0,0
S00124277,85,76,9,0,0
S00124278,99,91,8,0,0
S00124279,108,96,12,0,0
S00124280,81,76,5,0,0
S00124281,130,117,12,0,1
S00124282,68,59,9,0,0
S00124283,54,45,6,1,2
S00124284,86,82,3,0,1
S00124285,85,79,6,0,0
S00124286,58,45,9,4,0
S00124287,132,122,6,4,0
S00124288,75,70,5,0,0
S00124289,110,97,11,0,2
S00124290,124,104,20,0,0
S00124291,155,122,31,1,1
S00124292,114,102,12,0,0
S00124293,147,133,12,2,0
S00124294,127,109,14,4,0
S00124295,142,127,13,2,0
S00124296,95,82,11,1,1
S00124297,109,99,9,1,0
S00124298,141,123,16,2,0
S00124299,98,89,8,1,0
S00124300,100,81,19,0,0
S00124301,122,103,17,2,0
S00124302,71,69,2,0,0
S00124303,87,74,12,1,0
S00124304,170,150,20,0,0
S00124305,112,102,10,0,0
S00124306,106,88,16,0,2
S00124307,95,87,7,1,0
S00124308,142,122,20,0,0
S00124309,123,108,14,1,0
S00124310,77,70,7,0,0
S00124311,100,85,15,0,0
S00124312,51,47,3,1,0
S00124313,261,242,18,1,0
S00124314,63,58,5,0,0
S00124315,140,127,11,1,1
S00124316,121,109,11,1,0
S00124317,113,105,7,0,1
S00124318,123,112,11,0,0
S00124319,125,103,17,5,0
S00124320,112,97,15,0,0
S00124321,161,139,22,0,0
S00124322,116,100,14,2,0
S00124323,120,108,9,3,0
S00124324,85,78,7,0,0
S00124325,117,112,5,0,0
S00124326,106,98,8,0,0
S00124327,113,97,16,0,0
S00124328,107,100,6,1,0
S00124329,112,104,8,0,0
S00124330,109,100,9,0,0
S00124331,116,105,11,0,0
S00124332,97,84,13,0,0
S00124333,111,93,17,1,0
S00124334,122,108,14,0,0
