oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00124335,121,111,10,0,0
S00124336,129,104,23,2,0
S00124337,118,98,20,0,0
S00124338,91,77,14,0,0
S00124339,137,107,30,0,0
S00124340,115,96,14,3,2
S00124341,104,94,10,0,0
S00124342,173,157,14,0,2
S00124343,155,137,15,2,1
S00124344,114,100,13,1,0
S00124345,111,97,13,1,0
S00124346,127,116,11,0,0
S00124347,76,71,5,0,0
S00124348,160,151,9,0,0
S00124349,191,183,8,0,0
S00124350,160,146,11,2,1
S00124351,117,109,8,0,0
S00124352,127,117,9,1,0
S00124353,176,160,13,2,1
S00124354,122,118,4,0,0
S00124355,117,108,9,0,0
S00124356,91,86,4,1,0
S00124357,129,124,3,1,1
S00124358,119,111,8,0,0
S00124359,96,90,6,0,0
S00124360,51,43,8,0,0
S00124361,89,80,9,0,0
S00124362,106,83,23,0,0
S00124363,109,104,5,0,0
S00124364,84,79,4,1,0
S00124365,80,76,4,0,0
S00124366,107,94,13,0,0
S00124367,123,113,9,1,0
S00124368,93,85,8,0,0
S00124369,109,96,13,0,0
S00124370,180,167,13,0,0
S00124371,64,63,1,0,0
S00124372,80,75,5,0,0
S00124373,150,139,11,0,0
S00124374,144,134,4,6,0
S00124375,166,153,8,0,5
S00124376,133,122,11,0,0
S00124377,114,103,10,0,1
S00124378,116,99,15,1,1
S00124379,123,116,6,1,0
S00124380,118,103,13,2,0
S00124381,76,63,13,0,0
S00124382,134,124,9,1,0
S00124383,125,112,13,0,0
S00124384,94,82,12,0,0
S00124385,67,54,11,2,0
S00124386,99,91,7,1,0
S00124387,70,62,7,1,0
S00124388,76,66,7,3,0
S00124389,103,86,16,1,0
S00124390,75,65,10,0,0
S00124391,118,110,8,0,0
S00124392,135,126,8,1,0
S00124393,159,146,12,0,1
S00124394,60,56,4,0,0
S00124395,96,86,9,1,0
S00124396,49,40,7,2,0
S00124397,81,69,11,1,0
S00124398,142,132,10,0,0
S00124399,112,101,7,3,1
S00124400,145,115,26,4,0
S00124401,117,102,10,4,1
S00124402,70,59,10,1,0
S00124403,64,50,13,1,0
S00124404,74,63,7,2,2
S00124405,174,152,18,4,0
S00124406,70,52,13,5,0
S00124407,102,89,12,1,0
S00124408,88,73,13,2,0
S00124409,118,103,13,2,0
S00124410,170,151,18,1,0
S00124411,150,134,14,2,0
S00124412,92,75,14,3,0
S00124413,94,81,11,2,0
S00124414,128,114,13,1,0
S00124415,93,80,13,0,0
S00124416,93,76,16,1,0
S00124417,147,130,17,0,0
S00124418,83,71,11,1,0
S00124419,179,163,16,0,0
S00124420,208,184,17,7,0
S00124421,108,94,13,1,0
S00124422,127,102,21,4,0
S00124423,87,76,11,0,0
S00124424,68,57,10,1,0
S00124425,112,93,18,1,0
S00124426,145,131,11,2,1
S00124427,110,96,12,2,0
S00124428,138,125,10,3,0
S00124429,87,78,9,0,0
S00124430,151,140,8,3,0
S00124431,63,60,3,0,0
S00124432,70,64,4,2,0
S00124433,74,67,4,3,0
S00124434,115,98,17,0,0
S00124435,90,82,8,0,0
S00124436,89,82,7,0,0
S00124437,99,93,5,0,1
S00124438,99,87,12,0,0
S00124439,134,121,11,2,0
S00124440,109,97,6,6,0
S00124441,83,79,4,0,0
S00124442,75,70,5,0,0
S00124443,111,94,16,1,0
S00124444,73,71,2,0,0
S00124445,97,91,6,0,0
S00124446,98,84,12,1,1
S00124447,93,87,5,0,1
S00124448,92,82,10,0,0
S00124449,152,147,5,0,0
S00124450,97,82,13,2,0
S00124451,106,97,8,0,1
S00124452,77,69,7,1,0
S00124453,111,101,7,3,0
S00124454,145,142,3,0,0
S00124455,103,99,4,0,0
S00124456,86,73,12,0,1
S00124457,99,95,4,0,0
S00124458,96,91,4,1,0
S00124459,135,123,12,0,0
S00124460,100,93,6,1,0
S00124461,82,78,4,0,0
S00124462,96,80,16,0,0
S00124463,117,106,10,1,0
S00124464,126,115,11,0,0
S00124465,145,128,17,0,0
S00124466,93,78,15,0,0
S00124467,76,68,7,1,0
S00124468,128,101,25,1,1
S00124469,65,57,8,0,0
S00124470,169,151,16,2,0
S00124471,120,107,13,0,0
S00124472,64,58,6,0,0
S00124473,103,89,14,0,0
S00124474,99,97,2,0,0
S00124475,86,78,7,1,0
S00124476,56,49,7,0,0
S00124477,68,67,1,0,0
S00124478,104,86,14,3,1
S00124479,193,176,15,1,1
S00124480,129,112,17,0,0
S00124481,101,85,16,0,0
S00124482,80,74,6,0,0
S00124483,88,75,11,1,1
S00124484,99,90,9,0,0
S00124485,152,135,12,1,4
S00124486,146,131,15,0,0
S00124487,105,98,7,0,0
S00124488,119,108,9,2,0
S00124489,102,85,17,0,0
S00124490,55,44,9,2,0
S00124491,134,123,11,0,0
S00124492,102,86,16,0,0
S00124493,93,88,3,2,0
S00124494,107,99,7,1,0
S00124495,138,132,5,1,0
S00124496,121,111,9,1,0
S00124497,133,113,19,1,0
S00124498,125,113,11,1,0
S00124499,61,53,6,2,0
S00124500,98,83,13,2,0
S00124501,147,121,23,2,1
S00124502,119,109,10,0,0
S00124503,139,130,9,0,0
S00124504,77,69,8,0,0
S00124505,91,78,12,1,0
S00124506,136,120,15,1,0
S00124507,111,101,8,0,2
S00124508,74,67,5,2,0
S00124509,129,114,12,2,1
S00124510,103,96,6,1,0
S00124511,116,103,11,2,0
S00124512,186,174,12,0,0
S00124513,103,90,13,0,0
S00124514,136,128,6,2,0
S00124515,97,81,14,2,0
S00124516,61,54,5,2,0
S00124517,86,80,6,0,0
S00124518,167,147,20,0,0
S00124519,163,137,25,0,1
S00124520,125,116,9,0,0
S00124521,108,103,5,0,0
S00124522,104,93,10,1,0
S00124523,71,61,9,1,0
S00124524,120,102,15,1,2
S00124525,136,120,14,1,1
S00124526,113,106,7,0,0
S00124527,86,77,8,0,1
S00124528,88,77,10,1,0
S00124529,91,81,9,0,1
S00124530,75,66,9,0,0
S00124531,153,145,6,2,0
S00124532,107,102,5,0,0
S00124533,105,96,9,0,0
S00124534,170,160,10,0,0
S00124535,126,122,4,0,0
S00124536,121,112,9,0,0
S00124537,113,107,4,0,2
S00124538,95,89,5,1,0
S00124539,136,127,8,1,0
S00124540,115,106,9,0,0
S00124541,125,121,4,0,0
S00124542,86,77,8,1,0
S00124543,121,109,11,1,0
S00124544,104,96,8,0,0
S00124545,101,100,1,0,0
S00124546,105,92,12,1,0
S00124547,67,57,8,0,2
S00124548,111,97,13,0,1
S00124549,107,96,9,2,0
S00124550,72,57,13,1,1
S00124551,137,128,9,0,0
S00124552,170,137,25,8,0
S00124553,137,130,7,0,0
S00124554,121,112,9,0,0
S00124555,130,122,7,1,0
S00124556,130,111,16,3,0
S00124557,108,95,11,1,1
S00124558,113,93,20,0,0
S00124559,175,154,19,2,0
S00124560,165,139,22,3,1
S00124561,100,87,12,1,0
S00124562,150,132,18,0,0
S00124563,85,76,9,0,0
S00124564,78,60,15,3,0
S00124565,60,54,5,1,0
S00124566,76,58,14,4,0
S00124567,85,76,9,0,0
S00124568,105,92,12,1,0
S00124569,123,111,12,0,0
S00124570,98,87,11,0,0
S00124571,147,135,11,1,0
S00124572,146,130,14,2,0
S00124573,95,82,13,0,0
S00124574,143,124,13,3,3
S00124575,125,103,21,1,0
S00124576,152,130,19,3,0
S00124577,166,148,18,0,0
S00124578,140,127,12,1,0
S00124579,92,78,14,0,0
S00124580,102,92,9,1,0
S00124581,105,90,15,0,0
S00124582,55,51,4,0,0
S00124583,52,40,11,1,0
S00124584,131,120,11,0,0
S00124585,158,142,13,3,0
S00124586,115,101,11,3,0
S00124587,67,60,7,0,0
S00124588,122,108,13,1,0
S00124589,134,127,7,0,0
S00124590,83,70,13,0,0
S00124591,78,78,0,0,0
S00124592,130,111,18,1,0
S00124593,81,72,9,0,0
S00124594,108,105,3,0,0
S00124595,119,106,11,2,0
S00124596,133,124,8,1,0
S00124597,121,110,10,1,0
S00124598,81,73,8,0,0
S00124599,111,101,6,0,4
S00124600,125,106,19,0,0
S00124601,111,95,14,2,0
S00124602,122,107,14,1,0
S00124603,94,84,10,0,0
S00124604,123,98,21,4,0
S00124605,102,97,5,0,0
S00124606,155,141,14,0,0
S00124607,129,113,16,0,0
S00124608,59,55,4,0,0
S00124609,102,90,12,0,0
S00124610,174,157,17,0,0
S00124611,142,111,28,3,0
S00124612,64,55,9,0,0
S00124613,88,80,8,0,0
S00124614,158,134,23,1,0
S00124615,140,135,5,0,0
S00124616,96,84,11,0,1
S00124617,66,61,5,0,0
S00124618,170,156,14,0,0
S00124619,109,94,14,1,0
S00124620,130,112,17,1,0
S00124621,114,104,10,0,0
S00124622,85,73,12,0,0
S00124623,102,93,8,1,0
S00124624,147,131,16,0,0
S00124625,111,95,14,0,2
S00124626,82,68,12,2,0
S00124627,100,92,8,0,0
S00124628,139,127,12,0,0
S00124629,113,100,8,5,0
S00124630,84,73,10,1,0
S00124631,181,144,35,2,0
S00124632,92,75,16,1,0
S00124633,133,108,24,1,0
S00124634,113,100,13,0,0
S00124635,118,94,21,3,0
S00124636,95,84,11,0,0
S00124637,63,60,3,0,0
S00124638,194,183,10,1,0
S00124639,106,85,20,0,1
S00124640,111,106,2,1,2
S00124641,82,70,10,2,0
S00124642,60,51,6,3,0
S00124643,72,56,13,3,0
S00124644,87,85,2,0,0
S00124645,135,126,9,0,0
S00124646,85,67,13,4,1
S00124647,114,105,9,0,0
S00124648,138,124,11,1,2
S00124649,148,129,19,0,0
S00124650,77,61,14,2,0
S00124651,101,85,13,2,1
S00124652,65,51,14,0,0
S00124653,74,57,14,3,0
S00124654,97,83,14,0,0
S00124655,102,93,9,0,0
S00124656,74,68,5,1,0
S00124657,105,94,8,3,0
S00124658,166,163,3,0,0
S00124659,83,76,6,1,0
S00124660,144,132,12,0,0
S00124661,133,125,8,0,0
S00124662,89,83,6,0,0
S00124663,119,105,13,1,0
S00124664,137,116,20,1,0
S00124665,158,133,24,1,0
S00124666,199,177,19,3,0
S00124667,151,134,17,0,0
S00124668,90,76,12,2,0
S00124669,122,110,10,1,1
S00124670,86,76,7,2,1
S00124671,124,99,19,6,0
S00124672,182,167,14,1,0
S00124673,86,79,7,0,0
S00124674,149,138,8,3,0
S00124675,137,116,19,2,0
S00124676,151,128,22,1,0
S00124677,106,91,15,0,0
S00124678,76,66,9,1,0
S00124679,115,98,15,2,0
S00124680,84,69,12,3,0
S00124681,91,75,14,2,0
S00124682,140,124,15,1,0
S00124683,82,72,10,0,0
S00124684,156,135,21,0,0
S00124685,98,88,9,1,0
S00124686,110,99,11,0,0
S00124687,147,133,13,1,0
S00124688,117,105,12,0,0
S00124689,64,52,11,1,0
S00124690,108,98,9,1,0
S00124691,164,145,16,3,0
S00124692,125,111,14,0,0
S00124693,139,123,15,1,0
S00124694,51,42,9,0,0
S00124695,77,66,7,4,0
S00124696,105,99,5,1,0
S00124697,116,107,8,1,0
S00124698,116,106,10,0,0
S00124699,152,138,13,1,0
S00124700,134,117,15,2,0
S00124701,137,119,18,0,0
S00124702,147,134,11,1,1
S00124703,135,119,13,3,0
S00124704,132,113,18,1,0
S00124705,135,116,18,1,0
S00124706,95,82,12,1,0
S00124707,92,79,12,1,0
S00124708,124,105,18,1,0
S00124709,148,128,18,2,0
S00124710,66,64,2,0,0
S00124711,175,156,18,1,0
S00124712,150,135,13,2,0
S00124713,174,160,14,0,0
S00124714,133,122,7,4,0
S00124715,119,113,4,2,0
S00124716,145,141,4,0,0
S00124717,107,103,1,3,0
S00124718,173,157,16,0,0
S00124719,136,129,6,1,0
S00124720,146,136,10,0,0
S00124721,138,123,14,1,0
S00124722,156,141,13,2,0
S00124723,140,126,10,4,0
S00124724,109,103,6,0,0
S00124725,77,68,9,0,0
S00124726,223,207,15,1,0
S00124727,102,88,11,2,1
S00124728,109,96,11,2,0
S00124729,160,143,17,0,0
S00124730,141,124,17,0,0
S00124731,211,186,24,0,1
S00124732,156,134,19,0,3
S00124733,92,85,5,2,0
S00124734,191,166,24,1,0
S00124735,139,122,16,1,0
S00124736,144,121,22,1,0
S00124737,90,85,5,0,0
S00124738,83,74,9,0,0
S00124739,101,83,16,2,0
S00124740,121,112,9,0,0
S00124741,178,162,15,1,0
S00124742,115,105,7,3,0
S00124743,153,133,18,2,0
S00124744,147,128,15,3,1
S00124745,135,129,6,0,0
S00124746,124,120,4,0,0
S00124747,113,103,10,0,0
S00124748,86,79,7,0,0
S00124749,140,128,12,0,0
S00124750,114,106,7,1,0
S00124751,135,128,5,2,0
S00124752,103,91,12,0,0
S00124753,80,76,4,0,0
S00124754,65,62,3,0,0
S00124755,96,94,2,0,0
S00124756,121,105,16,0,0
S00124757,98,92,5,1,0
S00124758,132,121,11,0,0
S00124759,126,119,6,0,1
S00124760,96,95,1,0,0
S00124761,87,80,5,2,0
S00124762,80,67,13,0,0
S00124763,91,84,6,1,0
S00124764,59,54,5,0,0
S00124765,58,52,5,1,0
S00124766,88,76,10,2,0
S00124767,87,79,8,0,0
S00124768,105,87,18,0,0
S00124769,80,68,10,2,0
S00124770,170,148,14,5,3
S00124771,82,80,1,1,0
S00124772,79,70,9,0,0
S00124773,129,113,14,2,0
S00124774,57,49,7,1,0
S00124775,60,49,7,4,0
S00124776,71,65,5,1,0
S00124777,52,49,3,0,0
S00124778,59,55,4,0,0
S00124779,63,57,5,1,0
S00124780,191,167,19,5,0
S00124781,58,48,9,1,0
S00124782,118,88,21,9,0
S00124783,47,37,9,1,0
S00124784,111,92,13,5,1
S00124785,136,113,20,3,0
S00124786,97,92,5,0,0
S00124787,139,126,12,1,0
S00124788,118,102,15,1,0
S00124789,60,55,5,0,0
S00124790,99,92,6,1,0
S00124791,145,133,12,0,0
S00124792,124,111,12,1,0
S00124793,116,107,9,0,0
S00124794,95,80,13,2,0
S00124795,129,111,17,1,0
S00124796,99,80,14,3,2
S00124797,185,162,19,4,0
S00124798,150,133,17,0,0
S00124799,54,50,4,0,0
S00124800,92,82,10,0,0
S00124801,70,61,5,4,0
S00124802,71,55,13,3,0
S00124803,151,133,17,1,0
S00124804,91,68,17,6,0
S00124805,97,88,8,1,0
S00124806,118,113,5,0,0
S00124807,66,62,3,1,0
S00124808,198,168,27,3,0
S00124809,190,176,14,0,0
S00124810,174,139,30,5,0
S00124811,138,125,13,0,0
S00124812,96,79,14,3,0
S00124813,101,92,9,0,0
S00124814,116,93,23,0,0
S00124815,101,91,4,6,0
S00124816,89,84,5,0,0
S00124817,151,109,31,10,1
S00124818,53,46,6,1,0
S00124819,101,83,13,5,0
S00124820,104,82,19,3,0
S00124821,121,107,12,2,0
S00124822,90,72,15,3,0
S00124823,127,117,8,2,0
S00124824,70,60,7,3,0
S00124825,64,57,7,0,0
S00124826,138,129,8,1,0
S00124827,110,93,11,5,1
S00124828,73,69,4,0,0
S00124829,119,108,11,0,0
S00124830,122,96,17,6,3
S00124831,102,92,9,1,0
S00124832,95,85,9,1,0
S00124833,89,84,4,0,1
S00124834,99,93,6,0,0
S00124835,91,87,3,1,0
S00124836,87,86,1,0,0
S00124837,141,124,17,0,0
S00124838,161,142,17,2,0
S00124839,58,55,3,0,0
S00124840,95,85,6,4,0
S00124841,136,126,8,2,0
S00124842,83,74,8,1,0
S00124843,155,149,6,0,0
S00124844,86,82,4,0,0
S00124845,103,91,12,0,0
S00124846,102,100,2,0,0
S00124847,79,72,7,0,0
S00124848,124,117,6,0,1
S00124849,128,107,19,2,0
S00124850,151,140,10,1,0
S00124851,63,57,6,0,0
S00124852,80,68,10,1,1
S00124853,169,141,20,7,1
S00124854,132,120,11,1,0
S00124855,76,72,3,1,0
S00124856,120,115,5,0,0
S00124857,146,136,10,0,0
S00124858,164,153,9,2,0
S00124859,83,77,6,0,0
S00124860,86,79,7,0,0
S00124861,99,89,9,1,0
S00124862,82,77,4,1,0
S00124863,67,58,7,1,1
S00124864,120,114,4,2,0
S00124865,89,82,6,1,0
S00124866,156,136,19,0,1
S00124867,77,71,5,1,0
S00124868,186,166,19,1,0
S00124869,185,167,17,1,0
S00124870,122,115,7,0,0
S00124871,133,120,12,1,0
S00124872,110,100,10,0,0
S00124873,107,96,10,1,0
S00124874,84,82,1,1,0
S00124875,84,78,5,1,0
S00124876,154,144,9,1,0
S00124877,178,156,19,3,0
S00124878,93,80,13,0,0
S00124879,68,62,5,1,0
S00124880,192,171,20,1,0
S00124881,140,128,12,0,0
S00124882,184,173,11,0,0
S00124883,175,162,11,2,0
S00124884,191,177,14,0,0
S00124885,102,92,10,0,0
S00124886,110,93,14,3,0
S00124887,140,123,13,3,1
S00124888,136,124,12,0,0
S00124889,231,224,7,0,0
S00124890,152,141,10,1,0
S00124891,152,144,8,0,0
S00124892,143,133,10,0,0
S00124893,113,105,8,0,0
S00124894,117,104,13,0,0
S00124895,119,103,15,1,0
S00124896,128,117,9,2,0
S00124897,110,103,7,0,0
S00124898,145,137,8,0,0
S00124899,150,145,4,1,0
S00124900,128,125,3,0,0
S00124901,93,90,3,0,0
S00124902,85,83,2,0,0
S00124903,147,127,20,0,0
S00124904,176,156,16,4,0
S00124905,104,90,14,0,0
S00124906,65,55,9,1,0
S00124907,125,119,6,0,0
S00124908,151,142,9,0,0
S00124909,130,119,10,1,0
S00124910,162,149,11,2,0
S00124911,142,126,16,0,0
S00124912,155,140,14,0,1
S00124913,74,59,11,2,2
S00124914,134,128,5,0,1
S00124915,55,46,9,0,0
S00124916,108,95,11,1,1
S00124917,123,118,5,0,0
S00124918,107,99,6,2,0
S00124919,162,145,17,0,0
S00124920,111,99,11,0,1
S00124921,111,107,4,0,0
S00124922,83,80,3,0,0
S00124923,123,122,1,0,0
S00124924,210,199,10,1,0
S00124925,101,97,4,0,0
S00124926,141,128,13,0,0
S00124927,132,122,10,0,0
S00124928,145,137,7,1,0
S00124929,122,119,3,0,0
S00124930,86,82,4,0,0
S00124931,112,108,4,0,0
S00124932,110,104,6,0,0
S00124933,127,114,12,1,0
S00124934,137,125,11,1,0
S00124935,102,97,5,0,0
S00124936,119,109,8,1,1
S00124937,72,70,2,0,0
S00124938,191,167,22,2,0
S00124939,129,122,4,3,0
S00124940,99,87,12,0,0
S00124941,122,104,16,0,2
S00124942,109,103,5,1,0
S00124943,129,119,8,1,1
S00124944,156,138,17,1,0
S00124945,122,106,15,1,0
S00124946,121,116,5,0,0
S00124947,110,103,6,1,0
S00124948,62,52,9,1,0
S00124949,70,67,2,1,0
S00124950,140,132,6,2,0
S00124951,125,117,7,1,0
S00124952,128,118,9,0,1
S00124953,101,99,2,0,0
S00124954,157,150,7,0,0
S00124955,135,130,5,0,0
S00124956,122,118,4,0,0
S00124957,140,131,9,0,0
S00124958,129,113,15,1,0
S00124959,82,73,9,0,0
S00124960,101,91,9,1,0
S00124961,154,143,10,1,0
S00124962,161,155,6,0,0
S00124963,113,99,14,0,0
S00124964,175,169,6,0,0
S00124965,147,138,9,0,0
S00124966,161,142,18,0,1
S00124967,146,141,2,2,1
S00124968,115,99,16,0,0
S00124969,138,129,8,1,0
S00124970,152,145,7,0,0
S00124971,154,137,17,0,0
S00124972,146,142,4,0,0
S00124973,110,103,7,0,0
S00124974,97,89,5,2,1
S00124975,82,68,14,0,0
S00124976,101,71,27,3,0
S00124977,238,207,19,12,0
S00124978,122,114,8,0,0
S00124979,139,133,5,1,0
S00124980,109,99,9,1,0
S00124981,144,141,3,0,0
S00124982,96,89,7,0,0
S00124983,95,85,9,1,0
S00124984,82,74,6,2,0
S00124985,136,130,6,0,0
S00124986,122,100,22,0,0
S00124987,94,89,4,1,0
S00124988,147,132,15,0,0
S00124989,110,106,3,1,0
S00124990,160,139,17,4,0
S00124991,153,143,9,1,0
S00124992,112,106,6,0,0
S00124993,194,173,14,7,0
S00124994,147,141,5,0,1
S00124995,91,82,9,0,0
S00124996,158,150,6,2,0
S00124997,178,165,12,1,0
S00124998,105,99,5,1,0
S00124999,107,94,12,1,0
S00125000,116,104,12,0,0
S00125001,137,131,6,0,0
S00125002,211,203,8,0,0
S00125003,102,97,3,2,0
S00125004,101,96,5,0,0
S00125005,173,156,14,1,2
S00125006,117,107,4,6,0
S00125007,86,82,4,0,0
S00125008,133,130,3,0,0
S00125009,100,96,4,0,0
S00125010,100,91,9,0,0
S00125011,138,130,8,0,0
S00125012,183,173,7,3,0
S00125013,204,193,7,2,2
S00125014,126,116,9,1,0
S00125015,131,124,7,0,0
S00125016,106,103,3,0,0
S00125017,78,73,5,0,0
S00125018,111,106,4,1,0
S00125019,108,101,7,0,0
S00125020,172,156,12,3,1
S00125021,126,115,11,0,0
S00125022,135,124,9,2,0
S00125023,153,123,30,0,0
S00125024,107,91,13,2,1
S00125025,125,113,12,0,0
S00125026,138,126,11,1,0
S00125027,167,153,14,0,0
S00125028,107,106,1,0,0
S00125029,93,87,6,0,0
S00125030,71,64,6,1,0
S00125031,152,137,14,1,0
S00125032,129,116,13,0,0
S00125033,121,117,4,0,0
S00125034,188,167,21,0,0
S00125035,111,104,6,1,0
S00125036,124,114,9,1,0
S00125037,79,63,13,3,0
S00125038,117,109,7,1,0
S00125039,177,152,24,1,0
S00125040,156,142,12,2,0
S00125041,182,170,10,2,0
S00125042,178,165,12,1,0
S00125043,97,83,14,0,0
S00125044,153,130,21,2,0
S00125045,158,144,14,0,0
S00125046,74,69,5,0,0
S00125047,142,130,11,1,0
S00125048,103,100,3,0,0
S00125049,105,93,12,0,0
S00125050,164,158,6,0,0
S00125051,81,75,6,0,0
S00125052,129,107,21,0,1
S00125053,94,82,12,0,0
S00125054,87,78,9,0,0
S00125055,87,74,13,0,0
S00125056,132,109,18,4,1
S00125057,73,64,9,0,0
S00125058,113,97,16,0,0
S00125059,110,103,7,0,0
S00125060,107,99,7,0,1
S00125061,93,77,14,2,0
S00125062,111,97,14,0,0
S00125063,67,58,8,0,1
S00125064,83,77,6,0,0
S00125065,54,44,9,0,1
S00125066,73,67,6,0,0
S00125067,98,88,9,1,0
S00125068,70,57,13,0,0
S00125069,59,52,7,0,0
S00125070,90,81,9,0,0
S00125071,104,78,22,4,0
S00125072,79,67,10,2,0
S00125073,115,99,15,1,0
S00125074,118,103,12,3,0
S00125075,128,108,16,3,1
S00125076,93,77,12,4,0
S00125077,117,103,13,1,0
S00125078,97,83,14,0,0
S00125079,191,169,19,3,0
S00125080,131,118,11,1,1
S00125081,97,86,9,1,1
S00125082,59,46,13,0,0
S00125083,95,83,12,0,0
S00125084,51,38,10,3,0
S00125085,155,145,10,0,0
S00125086,137,124,10,3,0
S00125087,82,77,4,1,0
S00125088,95,87,6,2,0
S00125089,81,73,8,0,0
S00125090,153,136,15,2,0
S00125091,80,68,10,2,0
S00125092,71,62,8,1,0
S00125093,71,68,3,0,0
S00125094,188,167,20,1,0
S00125095,73,63,9,1,0
S00125096,108,96,12,0,0
S00125097,74,63,11,0,0
S00125098,81,76,5,0,0
S00125099,181,160,17,4,0
S00125100,172,157,14,1,0
S00125101,102,91,11,0,0
S00125102,85,83,1,0,1
S00125103,94,83,8,3,0
S00125104,53,49,4,0,0
S00125105,67,65,2,0,0
S00125106,78,74,4,0,0
S00125107,125,104,16,5,0
S00125108,82,75,7,0,0
S00125109,152,138,11,3,0
S00125110,114,106,8,0,0
S00125111,97,91,6,0,0
S00125112,194,181,13,0,0
S00125113,55,52,3,0,0
S00125114,97,91,6,0,0
S00125115,80,77,3,0,0
S00125116,72,69,3,0,0
S00125117,107,97,10,0,0
S00125118,99,68,27,4,0
S00125119,89,65,13,11,0
S00125120,66,47,13,5,1
S00125121,52,46,6,0,0
S00125122,100,92,7,1,0
S00125123,67,54,13,0,0
S00125124,56,51,3,2,0
S00125125,49,41,7,1,0
S00125126,103,93,8,2,0
S00125127,77,66,11,0,0
S00125128,635,528,99,7,1
S00125129,197,181,15,1,0
S00125130,89,81,8,0,0
S00125131,55,48,7,0,0
S00125132,143,127,16,0,0
S00125133,56,49,6,1,0
S00125134,103,95,7,1,0
S00125135,130,120,9,1,0
S00125136,119,107,12,0,0
S00125137,73,73,0,0,0
S00125138,88,81,7,0,0
S00125139,98,88,8,2,0
S00125140,93,82,9,2,0
S00125141,85,77,8,0,0
S00125142,171,147,22,1,1
S00125143,117,108,9,0,0
S00125144,65,57,7,1,0
S00125145,132,124,8,0,0
S00125146,98,89,6,3,0
S00125147,182,170,10,1,1
S00125148,71,66,5,0,0
S00125149,69,64,4,1,0
S00125150,61,56,5,0,0
S00125151,110,104,6,0,0
S00125152,82,73,8,0,1
S00125153,77,76,1,0,0
S00125154,147,125,18,4,0
S00125155,86,76,8,2,0
S00125156,82,79,3,0,0
S00125157,206,183,20,3,0
S00125158,93,82,9,2,0
S00125159,116,105,10,1,0
S00125160,91,83,7,1,0
S00125161,62,56,5,1,0
S00125162,149,134,10,4,1
S00125163,145,113,25,6,1
S00125164,116,106,9,1,0
S00125165,119,109,8,2,0
S00125166,85,67,16,1,1
S00125167,93,83,9,1,0
S00125168,76,66,7,1,2
S00125169,104,93,11,0,0
S00125170,59,56,3,0,0
S00125171,118,109,9,0,0
S00125172,137,132,5,0,0
S00125173,198,184,9,5,0
S00125174,168,160,7,1,0
S00125175,91,88,2,1,0
S00125176,83,80,3,0,0
S00125177,70,68,2,0,0
S00125178,75,60,15,0,0
S00125179,142,127,14,1,0
S00125180,101,95,6,0,0
S00125181,75,67,8,0,0
S00125182,65,59,6,0,0
S00125183,87,83,4,0,0
S00125184,67,67,0,0,0
S00125185,67,62,5,0,0
S00125186,58,55,3,0,0
S00125187,140,128,12,0,0
S00125188,118,112,4,2,0
S00125189,204,186,17,1,0
S00125190,61,54,5,1,1
S00125191,103,90,13,0,0
S00125192,125,114,11,0,0
S00125193,115,109,4,2,0
S00125194,112,102,8,2,0
S00125195,70,63,5,2,0
S00125196,75,70,4,1,0
S00125197,82,75,5,2,0
S00125198,114,103,9,2,0
S00125199,80,78,2,0,0
S00125200,101,94,7,0,0
S00125201,77,66,11,0,0
S00125202,62,57,5,0,0
S00125203,105,99,4,1,1
S00125204,75,73,2,0,0
S00125205,67,62,4,1,0
S00125206,64,50,10,3,1
S00125207,143,125,13,4,1
S00125208,104,97,7,0,0
S00125209,136,128,8,0,0
S00125210,135,130,5,0,0
S00125211,121,112,9,0,0
S00125212,109,94,15,0,0
S00125213,84,71,11,2,0
S00125214,75,62,12,1,0
S00125215,171,160,9,2,0
S00125216,111,105,6,0,0
S00125217,145,136,8,1,0
S00125218,153,136,17,0,0
S00125219,154,139,13,2,0
S00125220,185,175,9,1,0
S00125221,61,49,10,2,0
S00125222,83,64,19,0,0
S00125223,93,83,8,2,0
S00125224,79,73,6,0,0
S00125225,71,68,3,0,0
S00125226,105,96,9,0,0
S00125227,101,86,13,1,1
S00125228,173,158,13,2,0
S00125229,152,134,18,0,0
S00125230,100,90,6,4,0
